opening_type,context,move_type_pred,move_pred
"Italian Game: Classical Variation, Giuoco Pianissimo","r . b q k . . r
p p p p . p p p
. . n . . n . .
. . b . p . . .
. . B . P . . .
. . . P . N . .
P P P . . P P P
R N B Q K . . R c2c3 0
r . b q k . . r
p p p p . p p p
. . n . . n . .
. . b . p . . .
. . B . P . . .
. . P P . N . .
P P . . . P P P
R N B Q K . . R e8g8 0,5
r . b q . r k .
p p p p . p p p
. . n . . n . .
. . b . p . . .
. . B . P . . .
. . P P . N . .
P P . . . P P P
R N B Q K . . R e1g1 0,5
r . b q . r k .
p p p p . p p p
. . n . . n . .
. . b . p . . .
. . B . P . . .
. . P P . N . .
P P . . . P P P
R N B Q . R K . d7d6 0
r . b q . r k .
p p p . . p p p
. . n p . n . .
. . b . p . . .
. . B . P . . .
. . P P . N . .
P P . . . P P P
R N B Q . R K . c1g5 0
r . b q . r k .
p p p . . p p p
. . n p . n . .
. . b . p . B .
. . B . P . . .
. . P P . N . .
P P . . . P P P
R N . Q . R K . c6a5 0
r . b q . r k .
p p p . . p p p
. . . p . n . .
n . b . p . B .
. . B . P . . .
. . P P . N . .
P P . . . P P P
R N . Q . R K . c4b3 0
r . b q . r k .
p p p . . p p p
. . . p . n . .
n . b . p . B .
. . . . P . . .
. B P P . N . .
P P . . . P P P
R N . Q . R K . a5b3 1
r . b q . r k .
p p p . . p p p
. . . p . n . .
. . b . p . B .
. . . . P . . .
. n P P . N . .
P P . . . P P P
R N . Q . R K . d1b3 1
r . b q . r k .
p p p . . p p p
. . . p . n . .
. . b . p . B .
. . . . P . . .
. Q P P . N . .
P P . . . P P P
R N . . . R K .
",0,c8e6
English Opening: The Whale,"r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R f1e2 0
r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . B P P .
R N B . K . . R b8d7 0
r . . . k . n r
. p p n . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . B P P .
R N B . K . . R b1c3 0
r . . . k . n r
. p p n . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . N P . Q . P
. P . . B P P .
R . B . K . . R
",0,g8e7
English Opening: The Whale,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R e7e5 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R c2c4 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . P . P . . .
. . . . . . . .
P P . P . P P P
R N B Q K B N R f8c5 0
r n b q k . n r
p p p p . p p p
. . . . . . . .
. . b . p . . .
. . P . P . . .
. . . . . . . .
P P . P . P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p p p p . p p p
. . . . . . . .
. . b . p . . .
. . P . P . . .
. . . . . N . .
P P . P . P P P
R N B Q K B . R d7d6 0
r n b q k . n r
p p p . . p p p
. . . p . . . .
. . b . p . . .
. . P . P . . .
. . . . . N . .
P P . P . P P P
R N B Q K B . R d2d3 0
r n b q k . n r
p p p . . p p p
. . . p . . . .
. . b . p . . .
. . P . P . . .
. . . P . N . .
P P . . . P P P
R N B Q K B . R a7a6 0
r n b q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
. . . P . N . .
P P . . . P P P
R N B Q K B . R a2a3 0
r n b q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . N . .
. P . . . P P P
R N B Q K B . R
",0,c8g4
English Opening: The Whale,"r n b q k . n r
p p p p . p p p
. . . . . . . .
. . b . p . . .
. . P . P . . .
. . . . . . . .
P P . P . P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p p p p . p p p
. . . . . . . .
. . b . p . . .
. . P . P . . .
. . . . . N . .
P P . P . P P P
R N B Q K B . R d7d6 0
r n b q k . n r
p p p . . p p p
. . . p . . . .
. . b . p . . .
. . P . P . . .
. . . . . N . .
P P . P . P P P
R N B Q K B . R d2d3 0
r n b q k . n r
p p p . . p p p
. . . p . . . .
. . b . p . . .
. . P . P . . .
. . . P . N . .
P P . . . P P P
R N B Q K B . R a7a6 0
r n b q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
. . . P . N . .
P P . . . P P P
R N B Q K B . R a2a3 0
r n b q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . N . .
. P . . . P P P
R N B Q K B . R c8g4 0
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . b .
P . . P . N . .
. P . . . P P P
R N B Q K B . R h2h3 0
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . b .
P . . P . N . P
. P . . . P P .
R N B Q K B . R g4f3 1
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . b . P
. P . . . P P .
R N B Q K B . R d1f3 1
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R d8f6 0
r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R
",0,f1e2
English Opening: The Whale,"r n b q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . N . .
. P . . . P P P
R N B Q K B . R c8g4 0
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . b .
P . . P . N . .
. P . . . P P P
R N B Q K B . R h2h3 0
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . b .
P . . P . N . P
. P . . . P P .
R N B Q K B . R g4f3 1
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . b . P
. P . . . P P .
R N B Q K B . R d1f3 1
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R d8f6 0
r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R f1e2 0
r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . B P P .
R N B . K . . R b8d7 0
r . . . k . n r
. p p n . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . B P P .
R N B . K . . R b1c3 0
r . . . k . n r
. p p n . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . N P . Q . P
. P . . B P P .
R . B . K . . R g8e7 0
r . . . k . . r
. p p n n p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . N P . Q . P
. P . . B P P .
R . B . K . . R e1g1 0,5
r . . . k . . r
. p p n n p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . N P . Q . P
. P . . B P P .
R . B . . R K . c5d4 0
r . . . k . . r
. p p n n p p p
p . . p . q . .
. . . . p . . .
. . P b P . . .
P . N P . Q . P
. P . . B P P .
R . B . . R K . c1d2 0
r . . . k . . r
. p p n n p p p
p . . p . q . .
. . . . p . . .
. . P b P . . .
P . N P . Q . P
. P . B B P P .
R . . . . R K .
",0,h7h6
English Opening: The Whale,"r n b q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . N . .
. P . . . P P P
R N B Q K B . R c8g4 0
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . b .
P . . P . N . .
. P . . . P P P
R N B Q K B . R h2h3 0
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . b .
P . . P . N . P
. P . . . P P .
R N B Q K B . R g4f3 1
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . b . P
. P . . . P P .
R N B Q K B . R d1f3 1
r n . q k . n r
. p p . . p p p
p . . p . . . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R d8f6 0
r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . . P P .
R N B . K B . R f1e2 0
r n . . k . n r
. p p . . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . B P P .
R N B . K . . R b8d7 0
r . . . k . n r
. p p n . p p p
p . . p . q . .
. . b . p . . .
. . P . P . . .
P . . P . Q . P
. P . . B P P .
R N B . K . . R
",0,b1c3
Englund Gambit Complex: Hartlaub-Charlick Gambit,"r n b q . r k .
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
P . N . . N . .
. P P . P P P P
R . B Q K B . R b8c6 0
r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . . N . .
. P P . P P P P
R . B Q K B . R e2e3 0
r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R a7a6 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R f1e2 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R h7h6 0
r . b q . r k .
. p p . . p p .
p . n b . n . p
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R
","0,5",e1g1
Englund Gambit Complex: Hartlaub-Charlick Gambit,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R d2d4 0
r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R e7e5 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R d4e5 1
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . P . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R
",0,d7d6
Englund Gambit Complex: Hartlaub-Charlick Gambit,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . P . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R d7d6 0
r n b q k b n r
p p p . . p p p
. . . p . . . .
. . . . P . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R e5d6 1
r n b q k b n r
p p p . . p p p
. . . P . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R f8d6 1
r n b q k . n r
p p p . . p p p
. . . b . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p p p . . p p p
. . . b . . . .
. . . . . . . .
. . . . . . . .
. . . . . N . .
P P P . P P P P
R N B Q K B . R g8f6 0
r n b q k . . r
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
. . . . . N . .
P P P . P P P P
R N B Q K B . R b1c3 0
r n b q k . . r
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
. . N . . N . .
P P P . P P P P
R . B Q K B . R e8g8 0,5
r n b q . r k .
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
. . N . . N . .
P P P . P P P P
R . B Q K B . R a2a3 0
r n b q . r k .
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
P . N . . N . .
. P P . P P P P
R . B Q K B . R b8c6 0
r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . . N . .
. P P . P P P P
R . B Q K B . R e2e3 0
r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R a7a6 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R f1e2 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R
",0,h7h6
Englund Gambit Complex: Hartlaub-Charlick Gambit,"r n b q k b n r
p p p . . p p p
. . . p . . . .
. . . . P . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R e5d6 1
r n b q k b n r
p p p . . p p p
. . . P . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R f8d6 1
r n b q k . n r
p p p . . p p p
. . . b . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p p p . . p p p
. . . b . . . .
. . . . . . . .
. . . . . . . .
. . . . . N . .
P P P . P P P P
R N B Q K B . R g8f6 0
r n b q k . . r
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
. . . . . N . .
P P P . P P P P
R N B Q K B . R b1c3 0
r n b q k . . r
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
. . N . . N . .
P P P . P P P P
R . B Q K B . R e8g8 0,5
r n b q . r k .
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
. . N . . N . .
P P P . P P P P
R . B Q K B . R a2a3 0
r n b q . r k .
p p p . . p p p
. . . b . n . .
. . . . . . . .
. . . . . . . .
P . N . . N . .
. P P . P P P P
R . B Q K B . R b8c6 0
r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . . N . .
. P P . P P P P
R . B Q K B . R e2e3 0
r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R a7a6 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R f1e2 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R h7h6 0
r . b q . r k .
. p p . . p p .
p . n b . n . p
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R e1g1 0,5
r . b q . r k .
. p p . . p p .
p . n b . n . p
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q . R K . c6e5 0
r . b q . r k .
. p p . . p p .
p . . b . n . p
. . . . n . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q . R K .
",0,c1d2
Englund Gambit Complex: Hartlaub-Charlick Gambit,"r . b q . r k .
p p p . . p p p
. . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R a7a6 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . . P P P
R . B Q K B . R f1e2 0
r . b q . r k .
. p p . . p p p
p . n b . n . .
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R h7h6 0
r . b q . r k .
. p p . . p p .
p . n b . n . p
. . . . . . . .
. . . . . . . .
P . N . P N . .
. P P . B P P P
R . B Q K . . R
","0,5",e1g1
Modern Defense,"r n . q k b . r
p p . . p p . p
. . p p . . p .
. . . . . b B .
. . . P n . . .
. . . . . N . P
P P P N Q P P .
R . . . K B . R d8a5 0
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b B .
. . . P n . . .
. . . . . N . P
P P P N Q P P .
R . . . K B . R c2c3 0
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b B .
. . . P n . . .
. . P . . N . P
P P . N Q P P .
R . . . K B . R e4d2 1
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b B .
. . . P . . . .
. . P . . N . P
P P . n Q P P .
R . . . K B . R g5d2 1
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b . .
. . . P . . . .
. . P . . N . P
P P . B Q P P .
R . . . K B . R b8d7 0
r . . . k b . r
p p . n p p . p
. . p p . . p .
q . . . . b . .
. . . P . . . .
. . P . . N . P
P P . B Q P P .
R . . . K B . R
",0,b2b4
Modern Defense,"r n b q k b n r
p p . . p p . p
. . p p . . p .
. . . . . . . .
. . . P P . . .
. . . . . N . .
P P P . . P P P
R N B Q K B . R h2h3 0
r n b q k b n r
p p . . p p . p
. . p p . . p .
. . . . . . . .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N B Q K B . R g8f6 0
r n b q k b . r
p p . . p p . p
. . p p . n p .
. . . . . . . .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N B Q K B . R c1g5 0
r n b q k b . r
p p . . p p . p
. . p p . n p .
. . . . . . B .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N . Q K B . R
",1,f6e4
Modern Defense,"r n b q k b n r
p p . . p p . p
. . p p . . p .
. . . . . . . .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N B Q K B . R g8f6 0
r n b q k b . r
p p . . p p . p
. . p p . n p .
. . . . . . . .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N B Q K B . R c1g5 0
r n b q k b . r
p p . . p p . p
. . p p . n p .
. . . . . . B .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N . Q K B . R f6e4 1
r n b q k b . r
p p . . p p . p
. . p p . . p .
. . . . . . B .
. . . P n . . .
. . . . . N . P
P P P . . P P .
R N . Q K B . R d1e2 0
r n b q k b . r
p p . . p p . p
. . p p . . p .
. . . . . . B .
. . . P n . . .
. . . . . N . P
P P P . Q P P .
R N . . K B . R c8f5 0
r n . q k b . r
p p . . p p . p
. . p p . . p .
. . . . . b B .
. . . P n . . .
. . . . . N . P
P P P . Q P P .
R N . . K B . R b1d2 0
r n . q k b . r
p p . . p p . p
. . p p . . p .
. . . . . b B .
. . . P n . . .
. . . . . N . P
P P P N Q P P .
R . . . K B . R
",0,d8a5
Modern Defense,"r n . q k b . r
p p . . p p . p
. . p p . . p .
. . . . . b B .
. . . P n . . .
. . . . . N . P
P P P N Q P P .
R . . . K B . R d8a5 0
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b B .
. . . P n . . .
. . . . . N . P
P P P N Q P P .
R . . . K B . R c2c3 0
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b B .
. . . P n . . .
. . P . . N . P
P P . N Q P P .
R . . . K B . R e4d2 1
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b B .
. . . P . . . .
. . P . . N . P
P P . n Q P P .
R . . . K B . R g5d2 1
r n . . k b . r
p p . . p p . p
. . p p . . p .
q . . . . b . .
. . . P . . . .
. . P . . N . P
P P . B Q P P .
R . . . K B . R b8d7 0
r . . . k b . r
p p . n p p . p
. . p p . . p .
q . . . . b . .
. . . P . . . .
. . P . . N . P
P P . B Q P P .
R . . . K B . R b2b4 0
r . . . k b . r
p p . n p p . p
. . p p . . p .
q . . . . b . .
. P . P . . . .
. . P . . N . P
P . . B Q P P .
R . . . K B . R a5a3 0
r . . . k b . r
p p . n p p . p
. . p p . . p .
. . . . . b . .
. P . P . . . .
q . P . . N . P
P . . B Q P P .
R . . . K B . R f3g5 0
r . . . k b . r
p p . n p p . p
. . p p . . p .
. . . . . b N .
. P . P . . . .
q . P . . . . P
P . . B Q P P .
R . . . K B . R h7h5 0
r . . . k b . r
p p . n p p . .
. . p p . . p .
. . . . . b N p
. P . P . . . .
q . P . . . . P
P . . B Q P P .
R . . . K B . R e2c4 0
r . . . k b . r
p p . n p p . .
. . p p . . p .
. . . . . b N p
. P Q P . . . .
q . P . . . . P
P . . B . P P .
R . . . K B . R d6d5 0
r . . . k b . r
p p . n p p . .
. . p . . . p .
. . . p . b N p
. P Q P . . . .
q . P . . . . P
P . . B . P P .
R . . . K B . R c4e2 0
r . . . k b . r
p p . n p p . .
. . p . . . p .
. . . p . b N p
. P . P . . . .
q . P . . . . P
P . . B Q P P .
R . . . K B . R
",0,a3b2
Modern Defense,"r n b q k b n r
p p p p p p . p
. . . . . . p .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R d2d4 0
r n b q k b n r
p p p p p p . p
. . . . . . p .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R d7d6 0
r n b q k b n r
p p p . p p . p
. . . p . . p .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R g1f3 0
r n b q k b n r
p p p . p p . p
. . . p . . p .
. . . . . . . .
. . . P P . . .
. . . . . N . .
P P P . . P P P
R N B Q K B . R c7c6 0
r n b q k b n r
p p . . p p . p
. . p p . . p .
. . . . . . . .
. . . P P . . .
. . . . . N . .
P P P . . P P P
R N B Q K B . R h2h3 0
r n b q k b n r
p p . . p p . p
. . p p . . p .
. . . . . . . .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N B Q K B . R g8f6 0
r n b q k b . r
p p . . p p . p
. . p p . n p .
. . . . . . . .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N B Q K B . R c1g5 0
r n b q k b . r
p p . . p p . p
. . p p . n p .
. . . . . . B .
. . . P P . . .
. . . . . N . P
P P P . . P P .
R N . Q K B . R
",1,f6e4
"French Defense: Classical Variation, Richter Attack","r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . B Q K B N R g8f6 0
r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . B Q K B N R c1g5 0
r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . p . . B .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R f8e7 0
r n b q k . . r
p p p . b p p p
. . . . p n . .
. . . p . . B .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R g5f6 1
r n b q k . . r
p p p . b p p p
. . . . p B . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R e7f6 1
r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R e4e5 0
r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R f6e7 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R
",0,d1g4
"French Defense: Classical Variation, Richter Attack","r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R e4e5 0
r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R f6e7 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R d1g4 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N . . . . .
P P P . . P P P
R . . . K B N R e8g8 0,5
r n b q . r k .
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N . . . . .
P P P . . P P P
R . . . K B N R f1d3 0
r n b q . r k .
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N B . . . .
P P P . . P P P
R . . . K . N R
",0,f7f5
"French Defense: Classical Variation, Richter Attack","r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R f6e7 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R d1g4 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N . . . . .
P P P . . P P P
R . . . K B N R e8g8 0,5
r n b q . r k .
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N . . . . .
P P P . . P P P
R . . . K B N R f1d3 0
r n b q . r k .
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N B . . . .
P P P . . P P P
R . . . K . N R f7f5 0
r n b q . r k .
p p p . b . p p
. . . . p . . .
. . . p P p . .
. . . P . . Q .
. . N B . . . .
P P P . . P P P
R . . . K . N R g4g3 0
r n b q . r k .
p p p . b . p p
. . . . p . . .
. . . p P p . .
. . . P . . . .
. . N B . . Q .
P P P . . P P P
R . . . K . N R
",0,c7c5
"French Defense: Classical Variation, Richter Attack","r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R e4e5 0
r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R f6e7 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R d1g4 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N . . . . .
P P P . . P P P
R . . . K B N R e8g8 0,5
r n b q . r k .
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N . . . . .
P P P . . P P P
R . . . K B N R f1d3 0
r n b q . r k .
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . Q .
. . N B . . . .
P P P . . P P P
R . . . K . N R f7f5 0
r n b q . r k .
p p p . b . p p
. . . . p . . .
. . . p P p . .
. . . P . . Q .
. . N B . . . .
P P P . . P P P
R . . . K . N R g4g3 0
r n b q . r k .
p p p . b . p p
. . . . p . . .
. . . p P p . .
. . . P . . . .
. . N B . . Q .
P P P . . P P P
R . . . K . N R c7c5 0
r n b q . r k .
p p . . b . p p
. . . . p . . .
. . p p P p . .
. . . P . . . .
. . N B . . Q .
P P P . . P P P
R . . . K . N R g1f3 0
r n b q . r k .
p p . . b . p p
. . . . p . . .
. . p p P p . .
. . . P . . . .
. . N B . N Q .
P P P . . P P P
R . . . K . . R d8b6 0
r n b . . r k .
p p . . b . p p
. q . . p . . .
. . p p P p . .
. . . P . . . .
. . N B . N Q .
P P P . . P P P
R . . . K . . R c3a4 0
r n b . . r k .
p p . . b . p p
. q . . p . . .
. . p p P p . .
N . . P . . . .
. . . B . N Q .
P P P . . P P P
R . . . K . . R b6b4 0
r n b . . r k .
p p . . b . p p
. . . . p . . .
. . p p P p . .
N q . P . . . .
. . . B . N Q .
P P P . . P P P
R . . . K . . R
","0,2",a4c3
